Found 9654 errors in 830 files.

Errors  Files
     1  webview-ui/src/components/AgentFlowTimeline.tsx:1
    61  webview-ui/src/components/AgentMemoryPanel.tsx:9
    31  webview-ui/src/components/AgentPanel.tsx:10
    24  webview-ui/src/components/AgentStatusPanel.tsx:93
    23  webview-ui/src/components/AgentTogglePanel.tsx:12
    20  webview-ui/src/components/benchmark/BenchmarkSessionsList.tsx:4
    37  webview-ui/src/components/benchmark/BenchmarkStatsView.tsx:3
    19  webview-ui/src/components/benchmark/BenchmarkTimelineView.tsx:3
    51  webview-ui/src/components/benchmark/BenchmarkView.tsx:4
    46  webview-ui/src/components/benchmark/SessionDetailView.tsx:4
    25  webview-ui/src/components/browser/__tests__/BrowserSettingsMenu.test.tsx:3
    24  webview-ui/src/components/browser/BrowserSettingsMenu.tsx:9
     9  webview-ui/src/components/chat/__tests__/Announcement.spec.tsx:3
     3  webview-ui/src/components/chat/__tests__/ChatMessage.spec.tsx:3
    11  webview-ui/src/components/chat/__tests__/ChatScrollLock.spec.tsx:2
    23  webview-ui/src/components/chat/__tests__/ChatView.spec.tsx:2
    22  webview-ui/src/components/chat/__tests__/MessageList.spec.tsx:4
     6  webview-ui/src/components/chat/AgentMessageFactory.ts:2
    19  webview-ui/src/components/chat/Announcement.tsx:16
    35  webview-ui/src/components/chat/AutoApproveMenu.tsx:59
     7  webview-ui/src/components/chat/badges/AgentBadge.tsx:18
    81  webview-ui/src/components/chat/BrowserSessionRow.tsx:7
     9  webview-ui/src/components/chat/ChatErrorBoundary.tsx:29
    25  webview-ui/src/components/chat/ChatMessage.tsx:2
   215  webview-ui/src/components/chat/ChatRow.tsx:7
     7  webview-ui/src/components/chat/ChatTextArea.tsx:1
     3  webview-ui/src/components/chat/ChatView.tsx:7
    21  webview-ui/src/components/chat/ContextMenu.tsx:3
    12  webview-ui/src/components/chat/CreditLimitError.tsx:2
    20  webview-ui/src/components/chat/MessageList.tsx:2
     3  webview-ui/src/components/chat/OptionsButtons.tsx:2
    13  webview-ui/src/components/chat/TaskHeader.tsx:18
    54  webview-ui/src/components/ChatView.tsx:3
    14  webview-ui/src/components/ChatView/ChatView.tsx:2
    30  webview-ui/src/components/CoderAgentPrompt.tsx:1
    30  webview-ui/src/components/CoderModeToggle.tsx:5
    25  webview-ui/src/components/common/CheckmarkControl.tsx:2
    18  webview-ui/src/components/common/CheckpointControls.tsx:7
    14  webview-ui/src/components/common/CodeAccordian.tsx:3
     4  webview-ui/src/components/common/CodeBlock.tsx:103
     1  webview-ui/src/components/common/DangerButton.tsx:24
    46  webview-ui/src/components/common/Demo.tsx:53
     1  webview-ui/src/components/common/ExportButton.tsx:28
    27  webview-ui/src/components/common/LogViewer.tsx:3
     9  webview-ui/src/components/common/MarkdownBlock.tsx:7
     1  webview-ui/src/components/common/MermaidBlock.tsx:54
     1  webview-ui/src/components/common/SettingsButton.tsx:33
     1  webview-ui/src/components/common/SuccessButton.tsx:37
    10  webview-ui/src/components/common/TelemetryBanner.tsx:4
     5  webview-ui/src/components/common/Thumbnails.tsx:40
     4  webview-ui/src/components/common/Tooltip.tsx:1
     1  webview-ui/src/components/common/VSCodeBadge.tsx:60
     1  webview-ui/src/components/common/VSCodeButton.tsx:51
     2  webview-ui/src/components/common/VSCodeButtonLink.tsx:12
     2  webview-ui/src/components/common/VSCodeCheckbox.tsx:76
     1  webview-ui/src/components/common/VSCodeDivider.tsx:16
     1  webview-ui/src/components/common/VSCodeDropdown.tsx:44
     1  webview-ui/src/components/common/VSCodeLink.tsx:44
     1  webview-ui/src/components/common/VSCodePanel.tsx:29
     4  webview-ui/src/components/common/VSCodePanels.tsx:66
     2  webview-ui/src/components/common/VSCodeProgressBar.tsx:30
     2  webview-ui/src/components/common/VSCodeProgressRing.tsx:41
     3  webview-ui/src/components/common/VSCodeRadioGroup.tsx:88
     3  webview-ui/src/components/common/VSCodeSlider.tsx:68
     1  webview-ui/src/components/common/VSCodeTag.tsx:60
     1  webview-ui/src/components/common/VSCodeTextArea.tsx:51
     1  webview-ui/src/components/common/VSCodeTextField.tsx:49
     2  webview-ui/src/components/common/VSCodeTooltip.tsx:135
     5  webview-ui/src/components/common/VSCodeTreeView.tsx:98
     4  webview-ui/src/components/common/VSCodeWindow.tsx:51
     1  webview-ui/src/components/common/VSCodeWindowActions.tsx:23
     1  webview-ui/src/components/common/VSCodeWindowCloseButton.tsx:44
     1  webview-ui/src/components/common/VSCodeWindowContent.tsx:22
     1  webview-ui/src/components/common/VSCodeWindowMaximizeButton.tsx:44
     1  webview-ui/src/components/common/VSCodeWindowMinimizeButton.tsx:44
     1  webview-ui/src/components/common/VSCodeWindowTitle.tsx:25
     3  webview-ui/src/components/common/VSCodeWindowTitleBar.tsx:43
    14  webview-ui/src/components/ContextPromptEditor.tsx:5
    16  webview-ui/src/components/debug/AgentFlowDebugger/__tests__/AgentFlowControls.test.tsx:4
    18  webview-ui/src/components/debug/AgentFlowDebugger/__tests__/AgentFlowDebugger.spec.tsx:4
    20  webview-ui/src/components/debug/AgentFlowDebugger/__tests__/AgentFlowDebugger.test.tsx:4
    11  webview-ui/src/components/debug/AgentFlowDebugger/__tests__/AgentFlowDiagram.test.tsx:4
    11  webview-ui/src/components/debug/AgentFlowDebugger/__tests__/AgentFlowGraph.test.tsx:4
     7  webview-ui/src/components/debug/AgentFlowDebugger/__tests__/AgentFlowHeader.test.tsx:4
    10  webview-ui/src/components/debug/AgentFlowDebugger/__tests__/AgentFlowStats.test.tsx:4
    20  webview-ui/src/components/debug/AgentFlowDebugger/__tests__/AgentFlowSummary.test.tsx:4
    11  webview-ui/src/components/debug/AgentFlowDebugger/__tests__/AgentFlowTimeline.test.tsx:4
    86  webview-ui/src/components/debug/AgentFlowDebugger/AgentControls.tsx:2
    33  webview-ui/src/components/debug/AgentFlowDebugger/AgentFlowControls.tsx:2
    19  webview-ui/src/components/debug/AgentFlowDebugger/AgentFlowDebugger.tsx:7
    30  webview-ui/src/components/debug/AgentFlowDebugger/AgentFlowDebuggerDemo.tsx:2
    13  webview-ui/src/components/debug/AgentFlowDebugger/AgentFlowDiagram.tsx:3
    23  webview-ui/src/components/debug/AgentFlowDebugger/AgentFlowHeader.tsx:2
    46  webview-ui/src/components/debug/AgentFlowDebugger/AgentFlowStats.tsx:2
    38  webview-ui/src/components/debug/AgentFlowDebugger/AgentFlowSummary.tsx:2
    37  webview-ui/src/components/debug/AgentFlowDebugger/AgentFlowTimeline.tsx:2
     7  webview-ui/src/components/debug/AgentFlowDebugger/index.ts:1
     3  webview-ui/src/components/ExtensionStateProvider.tsx:1
    31  webview-ui/src/components/history/ChatHistoryView.tsx:141
    22  webview-ui/src/components/history/HistoryPreview.tsx:3
    21  webview-ui/src/components/history/HistoryView.tsx:2
    21  webview-ui/src/components/MasControlPanel.tsx:3
    23  webview-ui/src/components/MASInteractionHistory.tsx:3
    16  webview-ui/src/components/MASMemoryPanel.tsx:3
    16  webview-ui/src/components/MasTaskQueueView.tsx:3
    25  webview-ui/src/components/mcp/ImagePreview.tsx:1
    30  webview-ui/src/components/mcp/LinkPreview.tsx:1
    39  webview-ui/src/components/mcp/marketplace/McpMarketplaceCard.tsx:6
    42  webview-ui/src/components/mcp/marketplace/McpMarketplaceView.tsx:5
     6  webview-ui/src/components/mcp/marketplace/McpSubmitCard.tsx:5
    10  webview-ui/src/components/mcp/McpResourceRow.tsx:10
    52  webview-ui/src/components/mcp/McpResponseDisplay.tsx:2
    27  webview-ui/src/components/mcp/McpToolRow.tsx:3
    72  webview-ui/src/components/mcp/McpView.tsx:4
     1  webview-ui/src/components/MessageList.tsx:1
    13  webview-ui/src/components/ModelSelector.test.tsx:3
    16  webview-ui/src/components/ModelSelector.tsx:5
     9  webview-ui/src/components/ModelSelector/__tests__/ModelSelector.test.tsx:1
     6  webview-ui/src/components/ModelSelector/ModelSelector.tsx:1
    48  webview-ui/src/components/MultiAgentControl.tsx:14
    12  webview-ui/src/components/MultiAgentControl/MultiAgentControl.tsx:1
    12  webview-ui/src/components/PromptEditor.test.tsx:3
    33  webview-ui/src/components/PromptEditor.tsx:10
    63  webview-ui/src/components/PromptHistory.tsx:53
    11  webview-ui/src/components/PromptHistory/PromptHistory.tsx:1
    16  webview-ui/src/components/RetryPanel.tsx:3
     3  webview-ui/src/components/RetryPromptButton.tsx:9
    54  webview-ui/src/components/settings/__tests__/APIOptions.spec.tsx:4
     8  webview-ui/src/components/settings/AnthropicModelPicker.tsx:3
   118  webview-ui/src/components/settings/ApiOptions.tsx:1
     7  webview-ui/src/components/settings/GeminiModelPicker.tsx:3
     7  webview-ui/src/components/settings/JarvisAccountInfoCard.tsx:4
    10  webview-ui/src/components/settings/LLMStudioModelPicker.tsx:1
     7  webview-ui/src/components/settings/MistralModelPicker.tsx:3
     8  webview-ui/src/components/settings/ModelDescriptionMarkdown.tsx:26
     4  webview-ui/src/components/settings/ModelDropdown.tsx:59
     5  webview-ui/src/components/settings/ModelFeatureRow.tsx:3
    26  webview-ui/src/components/settings/ModelInfoView.tsx:3
     1  webview-ui/src/components/settings/ModelItem.tsx:12
     3  webview-ui/src/components/settings/ModelSearchInput.tsx:23
    17  webview-ui/src/components/settings/OllamaModelPicker.tsx:1
     4  webview-ui/src/components/settings/openai-model-picker.tsx:16
    11  webview-ui/src/components/settings/OpenRouterModelPicker.test.tsx:3
    12  webview-ui/src/components/settings/OpenRouterModelPicker.tsx:3
    51  webview-ui/src/components/settings/ProfileManagerModal.tsx:10
    11  webview-ui/src/components/settings/ProfileSelector.tsx:13
    21  webview-ui/src/components/settings/SettingsPanel.test.tsx:2
    48  webview-ui/src/components/settings/SettingsPanel.tsx:11
    38  webview-ui/src/components/settings/SettingsView.tsx:2
    50  webview-ui/src/components/settings/SystemPromptEditor.tsx:6
     3  webview-ui/src/components/settings/TabNavbar.tsx:23
     4  webview-ui/src/components/settings/TabNavbarExample.tsx:2
     9  webview-ui/src/components/settings/ThinkingBudgetSlider.tsx:2
     4  webview-ui/src/components/settings/UserAvatar.tsx:2
     3  webview-ui/src/components/settings/utils.ts:1
    39  webview-ui/src/components/SuggestionsPanel.tsx:9
    35  webview-ui/src/components/SystemPromptEditor.tsx:2
     4  webview-ui/src/components/TabNavbar.tsx:13
   105  webview-ui/src/components/TaskDetailDrawer.tsx:107
    30  webview-ui/src/components/TaskQueueView.tsx:3
    98  webview-ui/src/components/TaskQueueVisualizer.tsx:26
    74  webview-ui/src/components/TaskStatsPanel.tsx:16
    96  webview-ui/src/components/TaskTable.tsx:77
     4  webview-ui/src/components/TestAlias/TestAlias.tsx:2
     6  webview-ui/src/components/welcome/WelcomeView.tsx:14
    44  webview-ui/src/context/__tests__/AgentFlowContext.test.tsx:4
   134  webview-ui/src/context/AgentFlowContext.tsx:5
     4  webview-ui/src/context/ExtensionStateProvider.tsx:29
     5  webview-ui/src/context/FirebaseAuthContext.tsx:64
    10  webview-ui/src/core/AgentEventBus.ts:1
     8  webview-ui/src/data/__tests__/contextPromptManager.test.ts:1
    19  webview-ui/src/data/ai-bridge/__tests__/handlers.test.ts:1
     3  webview-ui/src/data/ai-bridge/__tests__/state.test.ts:1
     7  webview-ui/src/data/ai-bridge/__tests__/transport.test.ts:1
    19  webview-ui/src/data/ai-bridge/handlers.ts:9
     1  webview-ui/src/data/ai-bridge/index.ts:77
     1  webview-ui/src/data/ai-bridge/state.ts:7
     6  webview-ui/src/data/ai-bridge/transport.ts:7
     4  webview-ui/src/data/ai-bridge/types.ts:7
     8  webview-ui/src/data/board/__tests__/state.test.ts:1
     1  webview-ui/src/data/board/state.ts:60
    11  webview-ui/src/data/context-prompt/__tests__/handlers.test.ts:1
    11  webview-ui/src/data/context-prompt/__tests__/message-handlers.test.ts:1
     4  webview-ui/src/data/context-prompt/__tests__/state.test.ts:1
     4  webview-ui/src/data/context-prompt/__tests__/storage.test.ts:1
     2  webview-ui/src/data/context-prompt/__tests__/utils.test.ts:15
     1  webview-ui/src/data/context-prompt/constants.ts:8
    14  webview-ui/src/data/context-prompt/handlers.ts:7
    52  webview-ui/src/data/context-prompt/index.legacy.ts:11
    10  webview-ui/src/data/context-prompt/index.ts:7
    15  webview-ui/src/data/context-prompt/message-handlers.ts:6
     1  webview-ui/src/data/context-prompt/state.ts:7
     1  webview-ui/src/data/context-prompt/storage.ts:7
     1  webview-ui/src/data/context-prompt/types.ts:11
     7  webview-ui/src/data/contextPromptManager.spec.ts:1
     2  webview-ui/src/data/ide-layout/__tests__/state.test.ts:1
     1  webview-ui/src/data/ide-layout/state.ts:7
    14  webview-ui/src/data/llmManager.ts:7
    15  webview-ui/src/data/router/__tests__/handlers.test.ts:1
     3  webview-ui/src/data/router/__tests__/routerManager.test.ts:1
     1  webview-ui/src/data/router/__tests__/state.test.ts:3
    15  webview-ui/src/data/router/handlers.ts:6
     2  webview-ui/src/data/router/routerManager.ts:7
     6  webview-ui/src/data/settingsManager.ts:8
    54  webview-ui/src/examples/AgentFlowDebuggerExample.tsx:16
    29  webview-ui/src/F6-test-runner.ts:12
    16  webview-ui/src/hooks/useAgentMemory.ts:11
    13  webview-ui/src/hooks/useAgentTypingState.spec.ts:7
     1  webview-ui/src/hooks/useChatContext.tsx:45
     1  webview-ui/src/hooks/useExtensionMessage.ts:53
     2  webview-ui/src/hooks/useModelSearch.ts:3
     1  webview-ui/src/i18n.ts:233
     1  webview-ui/src/index.ts:7
     7  webview-ui/src/main.tsx:3
    10  webview-ui/src/providers/settingsProvider.tsx:1
    19  webview-ui/src/services/llmOrchestrator.ts:8
    12  webview-ui/src/services/MasCommunicationService.ts:2
    39  webview-ui/src/types/agent-memory-message-guards.ts:7
     1  webview-ui/src/types/agent-memory-message.ts:7
    16  webview-ui/src/types/auth-message-guards.ts:7
     1  webview-ui/src/types/auth-message.ts:8
     1  webview-ui/src/types/browser-settings-message-guards.ts:63
     1  webview-ui/src/types/browser-settings-message.ts:7
     1  webview-ui/src/types/extension.ts:6
     2  webview-ui/src/types/mas-message-guards.ts:7
    10  webview-ui/src/types/messages.ts:1
     1  webview-ui/src/types/settings-message.ts:7
    22  webview-ui/src/types/suggestions-message-guards.ts:7
     1  webview-ui/src/types/suggestions-message.ts:7
     2  webview-ui/src/types/websocket-message-guards.ts:1
     1  webview-ui/src/utilities/modelLoader.ts:1
     2  webview-ui/src/utils/__tests__/hooks.spec.ts:1
     6  webview-ui/src/utils/__tests__/modelFetcher.test.ts:1
    10  webview-ui/src/utils/__tests__/WebSocketBridge.test.ts:1
     6  webview-ui/src/utils/__tests__/WebviewBridge.resilience.test.ts:1
    29  webview-ui/src/utils/__tests__/WebviewBridge.test.ts:1
     1  webview-ui/src/utils/context-mentions.ts:161
     2  webview-ui/src/utils/guards/agent-message-guards.ts:9
     1  webview-ui/src/utils/hooks.ts:51
     4  webview-ui/src/utils/index.ts:7
     3  webview-ui/src/utils/mcp.ts:12
     6  webview-ui/src/utils/modelFetcher.ts:8
     1  webview-ui/src/utils/textMateToHljs.ts:54
    10  webview-ui/src/utils/validate.test.ts:1
    12  webview-ui/src/utils/validate.ts:8
     5  webview-ui/src/utils/validation.ts:45
     2  webview-ui/src/utils/vscode.ts:21
     2  webview-ui/src/utils/WebSocketBridge.ts:8
     1  webview-ui/src/utils/WebviewBridge.ts:67
     5  webview-ui/src/utils/WebviewDispatcher.spec.ts:1
     4  webview-ui/src/utils/WebviewDispatcher.test.ts:1
     1  webview-ui/src/utils/WebviewDispatcher.ts:10
     9  webview-ui/src/utils/WebviewManager.test.ts:1
     9  webview-ui/src/utils/WebviewManager.ts:10
    18  webview-ui/src/WebviewDispatcher.test.ts:1
     2  webview-ui/src/WebviewDispatcher.ts:7
     1  webview-ui/tests/mocks/llm-orchestrator.ts:6
     2  webview-ui/tests/mocks/provider-registry.ts:6

E:\cline-main>
